place,rainfall,groundwater_refilled_total,groundwater_refilled_nonirrigated,groundwater_refilled_irrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_irrigated,land_nonirrigated,land_total,year,state
pakyong,2041.7,3777.88,3777.88,0,225.3,225.3,safe,0,30200,89195,2022,Unknown
soreng,2738.8,3875.28,3875.28,0,95.56,95.56,safe,0,20000,423642,2022,Unknown
pakyong,2756.4,5093.82,5093.82,0,200.78,200.78,safe,0,26100,28456,2022,Unknown
gangtok,2756.4,6986.5,6986.5,0,393.81,393.81,safe,0,35500,67197,2022,Unknown
gopalpeta,621.0848042,4365.927547,4365.927547,3414.604293,2266.11,2266.11,safe,0,14461,14751,2022,Unknown
kosgi,648.1035729,1162.07859,1162.07859,3414.604293,736.04,736.04,safe,0,11057.46661,11057.46661,2022,Unknown
bijinapalle,625.2705862,4815.088581,922.867676,3892.220905,2265.4,612.06,safe,19011,6800,26092,2022,Unknown
mendora,1011.820883,2046.426108,3646.105329,2046.426108,356.55,2485.773266,safe,6557,0,6970.6,2022,Unknown
regonda,1047.26919,7189.62253,3646.105329,7189.62253,1125.63,14.74,safe,22986,0,23137.89,2022,Unknown
wyra,1045.096506,5368.73834,3646.105329,5368.73834,775.3,2485.773266,safe,13354.7648,0,13623.28,2022,Unknown
tandur,830.2680749,2186.268588,2186.268588,3414.604293,1038.32,1038.32,safe,0,23370.3,23370.3,2022,Unknown
palmela,999.7860112,1222.135049,1222.135049,3414.604293,449.15,449.15,safe,0,7574.23,8433.23,2022,Unknown
dubbak,792.2208679,3270.782656,3270.782656,3414.604293,2684.04,2684.04,critical,0,16967.69032,19473.49032,2022,Unknown
naga_reddipet,1150.257014,2594.367936,2594.367936,3414.604293,1292,1292,safe,0,12877.39705,13809.38891,2022,Unknown
tadwai,1008.013346,2539.20262,2539.20262,3414.604293,1299.72,1299.72,safe,0,16628.71089,17641.84541,2022,Unknown
chowdergudem,662.4528869,1373.637902,1373.637902,3414.604293,898.07,898.07,semi_critical,0,10686.4837,11387,2022,Unknown
rudrur,1080.589261,1998.383345,3646.105329,1998.383345,1339.98,2485.773266,semi_critical,4680.96,0,4984.36,2022,Unknown
abdullapurmet,730.1590881,3573.481175,3573.481175,3414.604293,728.28,728.28,safe,0,22876.09021,24632.02276,2022,Andhra Pradesh
karimnagar_rural,938.1369048,5289.100146,3646.105329,5289.100146,1142.44,2485.773266,safe,11066.7,0,11082,2022,Telangana
jainad,1183.753687,20396.91565,4692.459858,15704.4558,1935.56,1009.72,safe,13881.4,15881.5,31948,2022,Unknown
mosra,1070.660216,1896.025224,183.6746563,1712.350568,822.93,19.5,safe,4384,1236,5645,2022,Unknown
mulakalapalle,1188.426518,12516.6183,12516.6183,3414.604293,1768.3,1768.3,safe,0,52440.31888,55200.33566,2022,Unknown
garla,1012.045444,2188.957988,2188.957988,3414.604293,1111.45,1111.45,safe,0,12647.36518,12775.11635,2022,Unknown
thipparthi,749.9020992,3213.469556,3646.105329,3213.469556,1917.39,2485.773266,safe,18488,0,18488,2022,Unknown
ramagiri,1045.023223,5961.304587,1678.207793,4283.096794,1398.06,504.48,safe,6708,7007.65,16224.65,2022,Unknown
mogullapalle,999.6654827,3370.060483,3646.105329,3370.060483,1954.77,2485.773266,safe,11595.63,0,11595.63,2022,Unknown
kangti,859.5806838,2306.341584,2306.341584,3414.604293,210.37,210.37,safe,0,18827.32473,22105.06,2022,Unknown
gundlapalle,723.3818099,7361.130958,672.9343251,6688.196633,1566.93,336.2,safe,19998,5677,26998,2022,Unknown
lingal,640.1524409,2879.093124,1908.77788,970.3152439,1163.62,1000.78,safe,3232.369,14848.241,24803.61,2022,Unknown
nennal,1136.609012,7213.193911,7213.193911,3414.604293,1139.95,1139.95,safe,0,33495,34318,2022,Unknown
kodad,834.7042126,15773.46733,3646.105329,15773.46733,1646.05,2485.773266,safe,16650,0,16650,2022,Unknown
thoguta,783.5398061,3230.471874,3230.471874,3414.604293,1258.37,1258.37,safe,0,15531.92559,16460.10933,2022,Unknown
kangal,713.7504974,4974.668547,376.3264907,4598.342057,2527.62,400.23,safe,17833,3371,21368,2022,Unknown
kalher,892.4643387,1363.541128,585.4107481,778.1303797,476.66,357.5,safe,3115,4482.367,8003.367,2022,Unknown
elkathurthi,789.3413657,4075.001717,799.671032,3275.330685,2122.82,796.68,safe,6716,5292.68,12841,2022,Unknown
vailpur,996.7420907,3994.32434,1352.966474,2641.357866,2359.85,1185.7,safe,7800,7314,15214,2022,Unknown
narmetta,933.9548582,2220.918834,2220.918834,3414.604293,1060.71,1060.71,safe,0,12237,12237,2022,Unknown
narsampet,1104.632181,4490.155353,3646.105329,4490.155353,2461.1,2485.773266,safe,13018.30301,0,13353.82879,2022,Unknown
